id	word	extended word	transformed	label
10801775	dominant	f dominant	l llllllll	False
10801330	suppression	n suppression	l lllllllllll	False
10805787	results	h results	l lllllll	False
9755179	in	m in	l ll	False
10801330	blockage	d blockage	l llllllll	False
10777664	hematopoiesis	n hematopoiesis	l lllllllllllll	False
10632593	mice	f mice	l llll	False
10749568	presumably	, presumably	, llllllllll	False
10749885	contributes	y contributes	l lllllllllll	False
10552935	leukemogenesis.	n leukemogenesis.	l llllllllllllll.	False
10805787	We	. We	. Ul	False
10805756	used	e used	l llll	False
9819429	transient-transfection	d transient-transfection	l lllllllll-llllllllllll	False
10799517	assays,	y assays,	l llllll,	False
10788493	combination	e combination	l lllllllllll	False
10770959	immunofluorescence	d immunofluorescence	l llllllllllllllllll	False
10719363	green	s green	l lllll	False
10719363	fluorescent	n fluorescent	l lllllllllll	False
9819429	protein-tagged	t protein-tagged	l lllllll-llllll	False
10802661	proteins,	f proteins,	l llllllll,	False
9346876	monitor	o monitor	l lllllll	False
10770959	subcellular	d subcellular	l lllllllllll	False
10770959	localization	l localization	l llllllllllll	False
9819429	CBFbeta-SMMHC,	f CBFbeta-SMMHC,	l UUUllll-UUUUU,	False
9819429	CBFbeta,	, CBFbeta,	, UUUllll,	True
9819429	CBFalpha2	g CBFalpha2	l UUUllllld	True
10749885	(also	3 (also	d (llll	False
10802661	known	l known	l lllll	False
10805787	as	s as	l ll	False
8643684	AML1	r AML1	l UUUd	True
10805787	or	d or	l ll	False
9819429	PEBP2alphaB).	r PEBP2alphaB).	l UUUUdlllllU).	False
10801811	When	. When	. Ulll	False
10802664	expressed	y expressed	l lllllllll	False
9819429	individually,	d individually,	l llllllllllll,	False
10805756	was	1 was	d lll	False
10801814	located	s located	l lllllll	False
10725330	nuclei	e nuclei	l llllll	False
10805756	transfected	y transfected	l lllllllllll	False
10801811	cells,	0 cells,	d lllll,	False
10805787	whereas	, whereas	, lllllll	False
9819429	CBFbeta	f CBFbeta	l UUUllll	True
10671520	distributed	y distributed	l lllllllllll	False
10788476	throughout	r throughout	l llllllllll	False
10570961	cell.	e cell.	l llll.	False
10775527	On	. On	. Ul	False
10805771	other	o other	l lllll	False
10623590	hand,	r hand,	l llll,	False
10792058	formed	s formed	l llllll	False
9819429	filament-like	d filament-like	l llllllll-llll	False
10805771	structures	A structures	U llllllllll	False
10760273	colocalized	1 colocalized	d lllllllllll	False
10801330	actin	n actin	l lllll	False
10519557	filaments.	n filaments.	l lllllllll.	False
11278941	Upon	e Upon	l Ulll	False
9819429	cotransfection,	n cotransfection,	l llllllllllllll,	False
10777582	able	s able	l llll	False
10448864	drive	o drive	l lllll	False
10805771	into	s into	l llll	False
10800960	nucleus	e nucleus	l lllllll	False
10764746	dose-dependent	a dose-dependent	l llll-lllllllll	False
10770953	manner.	t manner.	l llllll.	False
10805787	In	. In	. Ul	False
10801811	contrast,	n contrast,	l llllllll,	False
10570961	along	d along	l lllll	False
10801330	filaments	n filaments	l lllllllll	False
10777483	instead	y instead	l lllllll	False
10770959	localizing	e localizing	l llllllllll	False
10742099	nucleus.	e nucleus.	l lllllll.	False
10777494	Deletion	. Deletion	. Ulllllll	False
9819429	CBFalpha-interacting	e CBFalpha-interacting	l UUUlllll-lllllllllll	False
10805787	domain	l domain	l llllll	False
10805756	within	s within	l llllll	False
10799503	abolished	s abolished	l lllllllll	False
9819429	sequestration,	2 sequestration,	d lllllllllllll,	False
10802661	truncation	n truncation	l llllllllll	False
9819429	C-terminal-end	e C-terminal-end	l U-llllllll-lll	False
9819429	SMMHC	d SMMHC	l UUUUU	True
10644768	led	e led	l lll	False
10805756	nuclear	s nuclear	l lllllll	False
10805771	when	n when	l llll	False
10660554	coexpressed	n coexpressed	l lllllllllll	False
9819429	CBFalpha2.	h CBFalpha2.	l UUUllllld.	True
10391244	sequestration	, sequestration	, lllllllllllll	False
10799510	further	s further	l lllllll	False
10801841	confirmed	s confirmed	l lllllllll	False
10802669	vivo	n vivo	l llll	False
10777664	knock-in	O knock-in	U lllll-ll	False
10805756	mouse	f mouse	l lllll	False
10233166	model.	t model.	l lllll.	False
10805771	These	. These	. Ullll	False
10801814	observations	e observations	l llllllllllll	False
10777669	plays	t plays	l lllll	False
10801814	negative	a negative	l llllllll	False
10802669	role	a role	l llll	False
9782094	sequestering	d sequestering	l llllllllllll	False
10801330	cytoskeletal	n cytoskeletal	l llllllllllll	False
9819429	aggregates,	d aggregates,	l llllllllll,	False
10777477	thereby	, thereby	, lllllll	False
10521347	disrupting	y disrupting	l llllllllll	False
9819429	CBFalpha2-mediated	g CBFalpha2-mediated	l UUUllllld-llllllll	False
10801330	regulation	e regulation	l llllllllll	False
10799513	expression.	A expression.	U llllllllll.	False
9881967	Differentiating	. Differentiating	. Ullllllllllllll	False
10805756	cells	e cells	l lllll	False
10801811	undergo	o undergo	l lllllll	False
10777477	programmed	s programmed	l llllllllll	False
10692104	alterations	h alterations	l lllllllllll	False
10805771	their	d their	l lllll	False
10727396	patterns	t patterns	l llllllll	False
10802661	expression,	d expression,	l llllllllll,	False
10805787	which	, which	, lllll	False
10805787	are	s are	l lll	False
10801811	often	s often	l lllll	False
10777494	regulated	y regulated	l lllllllll	False
10801778	structural	s structural	l llllllllll	False
10742099	changes	o changes	l lllllll	False
10742099	chromatin.	n chromatin.	l lllllllll.	False
10802669	Here	. Here	. Ulll	False
10805787	we	, we	, ll	False
10802669	demonstrate	e demonstrate	l lllllllllll	False
10799545	T	y T	l U	True
10802655	cell	s cell	l llll	False
10805756	differentiation	e differentiation	l lllllllllllllll	False
10082481	long-range	d long-range	l llll-lllll	False
10742099	chromatin	f chromatin	l lllllllll	False
10801860	structure	n structure	l lllllllll	False
10792047	effector	m effector	l llllllll	False
10805787	cytokine	n cytokine	l llllllll	False
10801860	genes,	c genes,	l lllll,	False
15684654	persist	s persist	l lllllll	False
10801330	resting	e resting	l lllllll	False
9806643	Th1	f Th1	l Uld	False
10741397	Th2	h Th2	l Uld	False
10801785	absence	e absence	l lllllll	False
10805787	stimulation.	e stimulation.	l lllllllllll.	False
10321732	Differentiation	l Differentiation	l Ullllllllllllll	False
10588729	naive	o naive	l lllll	False
10051547	helper	T helper	U llllll	False
10788493	mature	y mature	l llllll	False
10444591	remodeling	e remodeling	l llllllllll	False
8332913	IL-4	d IL-4	l UU-d	False
16849611	IL-13	r IL-13	l UU-dd	False
2559830	evokes	d evokes	l llllll	False
9806643	IFNgamma	s IFNgamma	l UUUlllll	True
10805787	but	, but	, lll	False
10805787	not	s not	l lll	False
10802664	genes.	n genes.	l lllll.	False
10764807	locus	s locus	l lllll	False
10749211	accompanied	e accompanied	l lllllllllll	False
9881967	demethylation	y demethylation	l lllllllllllll	False
10777477	requires	, requires	, llllllll	False
10802669	both	3 both	d llll	False
10777496	antigen	c antigen	l lllllll	False
10799545	stimulation	n stimulation	l lllllllllll	False
9881967	STAT6	d STAT6	l UUUUd	True
10805787	activation.	e activation.	l llllllllll.	False
10800960	propose	e propose	l lllllll	False
10610178	loci	r loci	l llll	False
10802669	functionally	e functionally	l llllllllllll	False
12468115	productive	e productive	l llllllllll	False
10805771	may	y may	l lll	False
10801811	explain	t explain	l lllllll	False
10580157	coordinate	e coordinate	l llllllllll	False
9846486	pre-T	e pre-T	l lll-U	False
10801330	receptor	g receptor	l llllllll	False
1698028	(TCR)	r (TCR)	l (UUU)	True
10574993	lineage	d lineage	l lllllll	False
10524629	commitment	e commitment	l llllllllll	False
9846486	gammadelta	n gammadelta	l llllllllll	False
10601238	versus	) versus	) llllll	False
9846486	alphabeta	e alphabeta	l lllllllll	False
10333475	addressed	e addressed	l lllllllll	False
10637769	analyzing	o analyzing	l lllllllll	False
9846485	TCRbeta	d TCRbeta	l UUUllll	True
10698974	rearrangements	n rearrangements	l llllllllllllll	False
10805771	from	y from	l llll	False
10805756	wild-type	f wild-type	l llll-llll	False
9846486	pre-TCR-deficient	d pre-TCR-deficient	l lll-UUU-lllllllll	False
10783264	single	a single	l llllll	False
10801849	polymerase	A polymerase	U llllllllll	False
10319321	reaction.	e reaction.	l llllllll.	False
10737974	Results	. Results	. Ullllll	False
10802669	show	o show	l llll	False
9846486	pre-TCR	e pre-TCR	l lll-UUU	True
9846486	selects	R selects	U lllllll	False
10788476	against	d against	l lllllll	False
10801860	containing	l containing	l llllllllll	False
10760467	rearranged	y rearranged	l llllllllll	False
11720006	Vbeta	f Vbeta	l Ullll	False
10802664	genes	P genes	U lllll	False
10190901	precursors	t precursors	l llllllllll	False
10802669	express	r express	l lllllll	False
9846486	pre-TCRalpha	e pre-TCRalpha	l lll-UUUlllll	False
10802669	protein.	t protein.	l lllllll.	False
10801814	Furthermore,	. Furthermore,	. Ullllllllll,	False
9846486	pre-TCR-induced	, pre-TCR-induced	, lll-UUU-lllllll	False
10751414	proliferation	e proliferation	l lllllllllllll	False
10805756	could	n could	l lllll	False
10805756	be	d be	l ll	False
10801811	detected	e detected	l llllllll	False
10802669	cells.	S cells.	U lllll.	False
10207106	commits	t commits	l lllllll	False
10644438	developing	e developing	l llllllllll	False
10805771	an	, an	, ll	False
9869644	instructive	t instructive	l lllllllllll	False
10805771	mechanism	d mechanism	l lllllllll	False
10805787	has	n has	l lll	False
10792047	largely	s largely	l lllllll	False
10760592	replaced	s replaced	l llllllll	False
10784606	evolutionary	t evolutionary	l llllllllllll	False
10805756	more	n more	l llll	False
10613843	ancient	f ancient	l lllllll	False
9234444	stochastic	e stochastic	l llllllllll	False
10524629	commitment.	e commitment.	l llllllllll.	False
11237607	A	e A	l U	False
10801841	gene,	) gene,	) llll,	False
9428527	mper1,	. mper1,	. lllld,	False
10783258	having	s having	l llllll	False
10801860	all	h all	l lll	False
10802655	properties	l properties	l llllllllll	False
10620514	expected	e expected	l llllllll	False
10640688	circadian	n circadian	l lllllllll	False
9428526	clock	a clock	l lllll	False
10801775	reported	y reported	l llllllll	False
9428527	recently.	d recently.	l llllllll.	False
10802669	pattern	e pattern	l lllllll	False
10632589	suprachiasmatic	e suprachiasmatic	l lllllllllllllll	False
9428527	(SCN).	s (SCN).	l (UUU).	True
9428527	mper1	t mper1	l lllld	False
10217480	maintains	n maintains	l lllllllll	False
10805756	expression	f expression	l llllllllll	False
10777476	constant	e constant	l llllllll	False
9428527	darkness	t darkness	l llllllll	False
10802655	can	s can	l lll	False
10640688	entrained	y entrained	l lllllllll	False
10801860	new	a new	l lll	False
9428527	light/dark	w light/dark	l lllll/llll	False
10777476	cycle.	e cycle.	l lllll.	False
10805787	report	e report	l llllll	False
10783264	isolation	e isolation	l lllllllll	False
10777673	second	e second	l llllll	False
10799540	mammalian	e mammalian	l lllllllll	False
9428527	mper2,	d mper2,	l lllld,	False
10802669	also	e also	l llll	False
10802664	these	n these	l lllll	False
10770948	greater	w greater	l lllllll	False
10805787	homology	c homology	l llllllll	False
10801860	Drosophila	e Drosophila	l Ulllllllll	False
10775515	period.	e period.	l llllll.	False
10072385	Expression	e Expression	l Ulllllllll	False
9428527	mper2	d mper2	l lllld	False
10719215	overlapping	e overlapping	l lllllllllll	False
9428527	asynchronous	t asynchronous	l llllllllllll	False
10675337	4	, 4	, d	False
2580891	hr.	8 hr.	d ll.	False
10777483	unlike	, unlike	, llllll	False
10802669	period	r period	l llllll	False
10799503	rapidly	e rapidly	l lllllll	False
10802669	after	i after	l lllll	False
10802669	exposure	r exposure	l llllllll	False
10783262	light	n light	l lllll	False
9658121	at	k at	l ll	False
9428527	CT22.	t CT22.	l UUdd.	False
10801841	It	. It	. Ul	False
10802669	appears	e appears	l lllllll	False
8240039	pacemaker	, pacemaker	, lllllllll	False
10788476	component	a component	l lllllllll	False
182126	responds	d responds	l llllllll	False
10788320	thus	, thus	, llll	False
10799849	mediates	1 mediates	d llllllll	False
9428527	photic	s photic	l llllll	False
9428527	entrainment.	c entrainment.	l lllllllllll.	False
9883732	prefrontal	e prefrontal	l llllllllll	False
9883732	(PF)	l (PF)	l (UU)	False
10527559	cortex	c cortex	l llllll	False
10805787	been	t been	l llll	False
10805771	implicated	y implicated	l llllllllll	False
10788491	remarkable	d remarkable	l llllllllll	False
10805756	ability	s ability	l lllllll	False
10331946	primates	n primates	l llllllll	False
10805787	form	c form	l llll	False
9883732	rearrange	d rearrange	l lllllllll	False
17292552	arbitrary	g arbitrary	l lllllllll	False
10702256	associations	t associations	l llllllllllll	False
9883732	rapidly.	s rapidly.	l lllllll.	False
10801811	studied	) studied	) lllllll	False
10805756	two	e two	l lll	False
10331946	monkeys,	d monkeys,	l lllllll,	False
10805787	using	y using	l lllll	False
10199403	task	d task	l llll	False
10805756	required	r required	l llllllll	False
10734069	them	d them	l llll	False
10065153	learn	o learn	l lllll	False
10638746	make	e make	l llll	False
10805787	specific	e specific	l llllllll	False
6628590	saccades	l saccades	l llllllll	False
10802669	response	s response	l llllllll	False
10760467	particular	f particular	l llllllllll	False
10651874	cues	o cues	l llll	False
10805756	then	e then	l llll	False
67168	repeatedly	n repeatedly	l llllllllll	False
10777582	reverse	e reverse	l lllllll	False
10799849	responses.	y responses.	l lllllllll.	False
10805756	found	e found	l lllll	False
10805756	activity	d activity	l llllllll	False
10660554	individual	g individual	l llllllllll	False
10448049	PF	, PF	, UU	False
10725331	neurons	r neurons	l lllllll	False
10706668	represented	y represented	l lllllllllll	False
10734104	responses,	c responses,	l lllllllll,	False
10757639	perhaps	d perhaps	l lllllll	False
10760467	providing	d providing	l lllllllll	False
10770948	neural	f neural	l llllll	False
10805771	substrate	d substrate	l lllllllll	False
9630597	for	e for	l lll	False
10792058	association.	n association.	l lllllllllll.	False
10801841	during	d during	l llllll	False
7276195	learning,	t learning,	l llllllll,	False
9883732	conveyed	y conveyed	l llllllll	False
10692104	direction	e direction	l lllllllll	False
9883732	animals'	e animals'	l lllllll'	False
9883732	impending	' impending	' lllllllll	False
10799849	responses	y responses	l lllllllll	False
10551800	progressively	m progressively	l lllllllllllll	False
10777568	earlier	r earlier	l lllllll	False
10777568	each	m each	l llll	False
10499802	successive	s successive	l llllllllll	False
8825501	trial.	d trial.	l lllll.	False
10777520	final	e final	l lllll	False
10783258	level	t level	l lllll	False
10672042	just	y just	l llll	False
10781601	before	d before	l llllll	False
10564661	response,	g response,	l llllllll,	False
10801849	however,	, however,	, lllllll,	False
10710235	unaffected	s unaffected	l llllllllll	False
1435380	learning.	e learning.	l llllllll.	False
10471494	learning	d learning	l llllllll	False
9883732	cue-response	y cue-response	l lll-llllllll	False
9829980	associations,	e associations,	l llllllllllll,	False
10801860	critical	a critical	l llllllll	False
10805771	complex	f complex	l lllllll	False
10588729	behavior.	n behavior.	l llllllll.	False
10349621	glial	e glial	l lllll	False
9883723	line-derived	l line-derived	l llll-lllllll	False
1648265	neurotrophic	f neurotrophic	l llllllllllll	False
9883723	(GDNF)	r (GDNF)	l (UUUU)	True
10749568	ligands	l ligands	l lllllll	False
9883723	(GDNF,	s (GDNF,	l (UUUU,	True
9883723	Neurturin	, Neurturin	, Ullllllll	False
9883723	[NTN],	n [NTN],	l [UUU],	True
9883723	Persephin	d Persephin	l Ullllllll	False
9883723	[PSP])	n [PSP])	l [UUU])	True
10805787	signal	d signal	l llllll	False
10805787	through	d through	l lllllll	False
7251592	multicomponent	y multicomponent	l llllllllllllll	False
10802661	system	e system	l llllll	False
10744659	high-affinity	e high-affinity	l llll-llllllll	False
9883723	(GFRalpha1-GFRalpha4)	t (GFRalpha1-GFRalpha4)	l (UUUllllld-UUUllllld)	False
10802655	common	a common	l llllll	False
10805756	signaling	P signaling	U lllllllll	False
9883723	(RET).	t (RET).	l (UUU).	True
10788493	Here,	. Here,	. Ulll,	False
10802661	identification	e identification	l llllllllllllll	False
9883723	Artemin,	f Artemin,	l Ullllll,	False
10801841	novel	a novel	l lllll	False
10801860	member	w member	l llllll	False
15130495	GDNF	o GDNF	l UUUU	True
10788491	family,	n family,	l llllll,	False
10805787	it	, it	, ll	False
10799510	ligand	) ligand	) llllll	False
10764807	former	e former	l llllll	False
10783259	orphan	n orphan	l llllll	False
9883723	GFRalpha3-RET.	r GFRalpha3-RET.	l UUUllllld-UUU.	False
9883723	Artemin	, Artemin	, Ullllll	False
10784606	survival	f survival	l llllllll	False
10556287	sensory	f sensory	l lllllll	False
9931490	sympathetic	, sympathetic	, lllllllllll	False
10805756	culture,	n culture,	l lllllll,	False
10805756	its	s its	l lll	False
10802669	suggests	S suggests	U llllllll	False
10196175	influences	0 influences	d llllllllll	False
10805756	vivo.	n vivo.	l llll.	False
10802655	activate	n activate	l llllllll	False
9883723	GFRalpha1-RET	e GFRalpha1-RET	l UUUllllld-UUU	False
10748158	supports	s supports	l llllllll	False
8763104	dopaminergic	g dopaminergic	l llllllllllll	False
9883723	midbrain	c midbrain	l llllllll	False
10801811	indicating	, indicating	, llllllllll	False
10764811	like	, like	, llll	False
9883723	(GFRalpha1-RET)	F (GFRalpha1-RET)	U (UUUllllld-UUU)	False
9883723	NTN	d NTN	l UUU	True
9883723	(GFRalpha2-RET),	N (GFRalpha2-RET),	U (UUUllllld-UUU),	False
10734121	preferred	1 preferred	d lllllllll	False
9883723	(GFRalpha3-RET)	r (GFRalpha3-RET)	l (UUUllllld-UUU)	False
10777669	alternative	o alternative	l lllllllllll	False
10801785	interactions	e interactions	l llllllllllll	False
10233149	occur.	t occur.	l lllll.	False
10799524	Rho	d Rho	l Ull	False
10749885	GTPases	c GTPases	l UUUllll	True
10805756	mediate	t mediate	l lllllll	False
10788320	likely	e likely	l llllll	False
10757639	numerous	h numerous	l llllllll	False
10419454	shape	c shape	l lllll	False
10556287	embryo.	s embryo.	l llllll.	False
10802669	genetic	e genetic	l lllllll	False
10805756	screen	o screen	l llllll	False
10805771	pathway	s pathway	l lllllll	False
10742114	components	s components	l llllllllll	False
10518497	Drosophila,	n Drosophila,	l Ulllllllll,	False
10799849	identified	e identified	l llllllllll	False
9428514	DRhoGEF2,	, DRhoGEF2,	, UUllUUUd,	True
10802661	predicted	S predicted	U lllllllll	False
9428514	Rho-specific	d Rho-specific	l Ull-llllllll	False
10777494	guanine	d guanine	l lllllll	False
10805771	nucleotide	t nucleotide	l llllllllll	False
10777494	exchange	e exchange	l llllllll	False
10801849	factor.	g factor.	l llllll.	False
9428514	Embryos	. Embryos	. Ullllll	False
10805787	lacking	1 lacking	d lllllll	False
9428514	DRhoGEF2	t DRhoGEF2	l UUllUUUd	True
10749568	fail	s fail	l llll	False
9428514	gastrulate	o gastrulate	l llllllllll	False
10801811	due	e due	l lll	False
10610180	defect	a defect	l llllll	False
10777486	tissue	e tissue	l llllll	False
9428514	invagination,	e invagination,	l llllllllllll,	False
10615123	dominant-negative	a dominant-negative	l llllllll-llllllll	False
10777494	GTPase	l GTPase	l UUUlll	True
10788493	early	t early	l lllll	False
10625552	embryos	l embryos	l lllllll	False
10801814	similar	o similar	l lllllll	False
10742114	defects.	l defects.	l lllllll.	False
10801860	Evidence	. Evidence	. Ulllllll	False
10770938	presented	e presented	l lllllllll	False
10801860	extracellular	e extracellular	l lllllllllllll	False
10734104	ligand,	t ligand,	l llllll,	False
9428514	Fog.	, Fog.	, Ull.	False
10799510	Together,	. Together,	. Ulllllll,	False
10802664	establish	a establish	l lllllllll	False
9428514	Rho-mediated	a Rho-mediated	l Ull-llllllll	False
10801860	essential	e essential	l lllllllll	False
10805756	major	e major	l lllll	False
10075854	morphogenetic	e morphogenetic	l lllllllllllll	False
10788493	events	y events	l llllll	False
9428514	gastrulation.	a gastrulation.	l llllllllllll.	False
10710235	steroid	H steroid	U lllllll	False
10625666	hormone	o hormone	l lllllll	False
11559747	ecdysone	r ecdysone	l llllllll	False
10777477	directs	, directs	, lllllll	False
9413987	metamorphosis	a metamorphosis	l lllllllllllll	False
10801775	via	s via	l lll	False
10805771	three	f three	l lllll	False
10799849	receptors	g receptors	l lllllllll	False
10799513	differ	s differ	l llllll	False
10727396	according	, according	, lllllllll	False
10777568	isoforms	P isoforms	U llllllll	False
10802655	encoded	2 encoded	d lllllll	False
9413987	EcR	f EcR	l UlU	False
9413987	(EcR-A,	e (EcR-A,	l (UlU-U,	True
9413987	EcR-B1,	f EcR-B1,	l UlU-Ud,	True
9413987	EcR-B2)	r EcR-B2)	l UlU-Ud)	True
10805787	activated	e activated	l lllllllll	False
9413987	USP.	r USP.	l UUU.	True
10800960	have	e have	l llll	False
10383417	molecularly	e molecularly	l lllllllllll	False
10802661	mapped	n mapped	l llllll	False
10777496	classes	o classes	l lllllll	False
9413987	mutations:	R mutations:	U lllllllll:	False
10801778	those	s those	l lllll	False
9413987	EcR-B1	f EcR-B1	l UlU-Ud	True
9883728	uncouple	y uncouple	l llllllll	False
9413987	metamorphosis,	e metamorphosis,	l lllllllllllll,	False
9413987	embryonic-lethal	d embryonic-lethal	l lllllllll-llllll	False
10805756	mutations	e mutations	l lllllllll	False
10781587	map	h map	l lll	False
10783265	sequences	d sequences	l lllllllll	False
10802664	encoding	, encoding	, llllllll	False
9413987	DNA-	e DNA-	l UUU-	True
10622252	ligand-binding	e ligand-binding	l llllll-lllllll	False
10770959	domains.	l domains.	l lllllll.	False
10194756	larval	e larval	l llllll	False
10725373	salivary	d salivary	l llllllll	False
10739088	gland,	d gland,	l lllll,	False
10783265	loss	e loss	l llll	False
10805756	activation	a activation	l llllllllll	False
9413987	ecdysone-induced	f ecdysone-induced	l llllllll-lllllll	False
9413987	Comparable	. Comparable	. Ulllllllll	False
10353249	transgenic	s transgenic	l llllllllll	False
9413987	EcR-B2,	, EcR-B2,	, UlU-Ud,	True
9413987	EcR-A	d EcR-A	l UlU-U	True
10805787	mutant	A mutant	U llllll	False
10725373	glands	y glands	l llllll	False
10777494	results,	e results,	l lllllll,	False
10775527	respectively,	, respectively,	, llllllllllll,	False
9413987	full,	n full,	l llll,	False
9413987	partial,	, partial,	, lllllll,	False
10668096	no	S no	U ll	False
10805771	repair	n repair	l llllll	False
11137999	loss.	g loss.	l llll.	False
7458533	recorded	e recorded	l llllllll	False
10612805	head	, head	, llll	False
10567713	(HD)	n (HD)	l (UU)	False
10075854	lateral	l lateral	l lllllll	False
9883731	mammillary	l mammillary	l llllllllll	False
9883731	(LMN)	s (LMN)	l (UUU)	True
10764791	anterior	r anterior	l llllllll	False
11165367	thalamus	, thalamus	, llllllll	False
9883731	(ATN)	s (ATN)	l (UUU)	True
10320375	freely	d freely	l llllll	False
9883731	behaving	y behaving	l llllllll	False
10383892	rats	d rats	l llll	False
10644717	made	n made	l llll	False
10512683	bilateral	h bilateral	l lllllllll	False
10684927	lesions	s lesions	l lllllll	False
9883731	LMN	t LMN	l UUU	True
10788476	while	, while	, lllll	False
11307263	recording	, recording	, lllllllll	False
15383276	HD	n HD	l UU	True
9883731	ATN.	m ATN.	l UUU.	True
10783391	discovered	n discovered	l llllllllll	False
9883731	tuning	e tuning	l llllll	False
10790377	functions	e functions	l lllllllll	False
10625666	become	y become	l llllll	False
9883731	narrower	e narrower	l llllllll	False
9883731	contraversive	g contraversive	l lllllllllllll	False
9883731	turns,	d turns,	l lllll,	False
9883731	ipsiversive	t ipsiversive	l lllllllllll	False
10777486	compared	d compared	l llllllll	False
9883731	turning.	t turning.	l lllllll.	False
8539022	narrowing	a narrowing	l lllllllll	False
10805771	effect	c effect	l llllll	False
10805787	does	1 does	d llll	False
10801778	occur	n occur	l lllll	False
9883731	ATN	n ATN	l UUU	True
10801785	leads	n leads	l lllll	False
10801811	about	o about	l lllll	False
10353249	15-20	f 15-20	l dd-dd	False
2295895	ms.	0 ms.	d ll.	False
3237831	lesioned	N lesioned	U llllllll	False
9883731	bilaterally,	d bilaterally,	l lllllllllll,	False
10469298	immediately	3 immediately	d lllllllllll	False
10512762	lost	y lost	l llll	False
9480843	directional	a directional	l lllllllllll	False
1432061	firing	e firing	l llllll	False
12629301	never	s never	l lllll	False
1060093	recovered	e recovered	l lllllllll	False
10764807	them.	f them.	l llll.	False
10801811	Based	. Based	. Ullll	False
9714773	on	m on	l ll	False
11463832	findings,	e findings,	l llllllll,	False
10467730	argue	y argue	l lllll	False
9883731	attractor-integrator	n attractor-integrator	l lllllllll-llllllllll	False
10749211	network	l network	l lllllll	False
10644752	participates	h participates	l llllllllllll	False
10613843	generating	r generating	l llllllllll	False
10770938	signal.	g signal.	l llllll.	False
10506221	Fas	d Fas	l Ull	False
9846492	(CD95)	s (CD95)	l (UUdd)	False
17557115	(FasL)	d (FasL)	l (UllU)	False
10799545	play	k play	l llll	False
10805787	roles	t roles	l lllll	False
7214683	staphylococcal	h staphylococcal	l llllllllllllll	False
10749869	enterotoxin	s enterotoxin	l lllllllllll	False
10801785	B	d B	l U	False
9846492	(SEB)-induced	B (SEB)-induced	U (UUU)-lllllll	False
10784606	peripheral	d peripheral	l llllllllll	False
10799524	deletion	m deletion	l llllllll	False
9846492	Vbeta8+	f Vbeta8+	l Ulllld+	False
10802669	defective	n defective	l lllllllll	False
10802669	radiation	g radiation	l lllllllll	False
10660554	chimeras	d chimeras	l llllllll	False
9846492	non-functional	h non-functional	l lll-llllllllll	False
9846492	FasL,	e FasL,	l UllU,	False
10377394	regardless	n regardless	l llllllllll	False
17557115	FasL	e FasL	l UllU	True
10514485	status	n status	l llllll	False
10591218	bone	d bone	l llll	False
9846492	marrow-derived	e marrow-derived	l llllll-lllllll	False
9881971	SEB	y SEB	l UUU	True
10801778	induced	r induced	l lllllll	False
