ID	origin	origin_struct	transformed	label
9819429	composed	r composed	l llllllll	0
9819429	of	d of	l ll	0
9819429	DNA	f DNA	l UUU	1
9819429	binding	A binding	U lllllll	0
9819429	subunits	g subunits	l llllllll	0
9819429	(CBFalpha1	s (CBFalpha1	l (UUUllllld	1
9819429	to	1 to	d ll	0
9819429	3)	o 3)	l d)	0
9819429	and	) and	) lll	0
9819429	a	d a	l l	0
9819429	non-DNA	a non-DNA	l lll-UUU	0
9819429	binding	A binding	U lllllll	0
9819429	subunit	g subunit	l lllllll	0
9819429	(CBFbeta).	t (CBFbeta).	l (UUUllll).	1
9819429	This	. This	. Ulll	0
9819429	dominant	s dominant	l llllllll	0
9819429	suppression	t suppression	l lllllllllll	0
9819429	results	n results	l lllllll	0
9819429	in	s in	l ll	0
9819429	the	n the	l lll	0
9819429	blockage	e blockage	l llllllll	0
9819429	of	e of	l ll	0
9819429	hematopoiesis	f hematopoiesis	l lllllllllllll	0
9819429	in	s in	l ll	0
9819429	mice	n mice	l llll	0
9819429	and	e and	l lll	0
9819429	presumably	d presumably	l llllllllll	0
9819429	contributes	y contributes	l lllllllllll	0
9819429	to	s to	l ll	0
9819429	leukemogenesis.	o leukemogenesis.	l llllllllllllll.	0
9819429	We	. We	. Ul	0
9819429	used	e used	l llll	0
9819429	transient-transfection	d transient-transfection	l lllllllll-llllllllllll	0
9819429	assays,	n assays,	l llllll,	0
9819429	in	, in	, ll	0
9819429	combination	n combination	l lllllllllll	0
9819429	with	n with	l llll	0
9819429	immunofluorescence	h immunofluorescence	l llllllllllllllllll	0
9819429	and	e and	l lll	0
9819429	green	d green	l lllll	0
9819429	fluorescent	n fluorescent	l lllllllllll	0
9819429	protein-tagged	t protein-tagged	l lllllll-llllll	0
9819429	proteins,	d proteins,	l llllllll,	0
9819429	to	, to	, ll	0
9819429	monitor	o monitor	l lllllll	0
9819429	subcellular	r subcellular	l lllllllllll	0
9819429	localization	r localization	l llllllllllll	0
9819429	of	n of	l ll	0
9819429	CBFbeta-SMMHC,	f CBFbeta-SMMHC,	l UUUllll-UUUUU,	0
9819429	CBFbeta,	, CBFbeta,	, UUUllll,	1
9819429	and	, and	, lll	0
9819429	CBFalpha2	d CBFalpha2	l UUUllllld	1
9819429	(also	2 (also	d (llll	0
9819429	known	o known	l lllll	0
9819429	as	n as	l ll	0
9819429	AML1	s AML1	l UUUd	1
9819429	or	1 or	d ll	0
9819429	PEBP2alphaB).	r PEBP2alphaB).	l UUUUdlllllU).	1
9819429	When	. When	. Ulll	0
9819429	expressed	n expressed	l lllllllll	0
9819429	individually,	d individually,	l llllllllllll,	0
9819429	CBFalpha2	, CBFalpha2	, UUUllllld	1
9819429	was	2 was	d lll	0
9819429	located	s located	l lllllll	0
9819429	in	d in	l ll	0
9819429	the	n the	l lll	0
9819429	nuclei	e nuclei	l llllll	0
9819429	of	i of	l ll	0
9819429	transfected	f transfected	l lllllllllll	0
9819429	cells,	d cells,	l lllll,	0
9819429	whereas	, whereas	, lllllll	0
9819429	CBFbeta	s CBFbeta	l UUUllll	1
9819429	was	a was	l lll	0
9819429	distributed	s distributed	l lllllllllll	0
9819429	throughout	d throughout	l llllllllll	0
9819429	the	t the	l lll	0
9819429	cell.	e cell.	l llll.	0
9819429	On	. On	. Ul	0
9819429	the	n the	l lll	0
9819429	other	e other	l lllll	0
9819429	hand,	r hand,	l llll,	0
9819429	CBFbeta-SMMHC	, CBFbeta-SMMHC	, UUUllll-UUUUU	0
9819429	formed	C formed	U llllll	0
9819429	filament-like	d filament-like	l llllllll-llll	0
9819429	structures	e structures	l llllllllll	0
9819429	that	s that	l llll	0
9819429	colocalized	t colocalized	l lllllllllll	0
9819429	with	d with	l llll	0
9819429	actin	h actin	l lllll	0
9819429	filaments.	n filaments.	l lllllllll.	0
9819429	Upon	. Upon	. Ulll	0
9819429	cotransfection,	n cotransfection,	l llllllllllllll,	0
9819429	CBFalpha2	, CBFalpha2	, UUUllllld	1
9819429	was	2 was	d lll	0
9819429	able	s able	l llll	0
9819429	to	e to	l ll	0
9819429	drive	o drive	l lllll	0
9819429	localization	e localization	l llllllllllll	0
9819429	of	n of	l ll	0
9819429	CBFbeta	f CBFbeta	l UUUllll	1
9819429	into	a into	l llll	0
9819429	the	o the	l lll	0
9819429	nucleus	e nucleus	l lllllll	0
9819429	in	s in	l ll	0
9819429	a	n a	l l	0
9819429	dose-dependent	a dose-dependent	l llll-lllllllll	0
9819429	manner.	t manner.	l llllll.	0
9819429	In	. In	. Ul	0
9819429	contrast,	n contrast,	l llllllll,	0
9819429	CBFalpha2	, CBFalpha2	, UUUllllld	1
9819429	colocalized	2 colocalized	d lllllllllll	0
9819429	with	d with	l llll	0
9819429	CBFbeta-SMMHC	h CBFbeta-SMMHC	l UUUllll-UUUUU	0
9819429	along	C along	U lllll	0
9819429	the	g the	l lll	0
9819429	filaments	e filaments	l lllllllll	0
9819429	instead	s instead	l lllllll	0
9819429	of	d of	l ll	0
9819429	localizing	f localizing	l llllllllll	0
9819429	to	g to	l ll	0
9819429	the	o the	l lll	0
9819429	nucleus.	e nucleus.	l lllllll.	0
9819429	Deletion	. Deletion	. Ulllllll	0
9819429	of	n of	l ll	0
9819429	the	f the	l lll	0
9819429	CBFalpha-interacting	e CBFalpha-interacting	l UUUlllll-lllllllllll	0
9819429	domain	g domain	l llllll	0
9819429	within	n within	l llllll	0
9819429	CBFbeta-SMMHC	n CBFbeta-SMMHC	l UUUllll-UUUUU	0
9819429	abolished	C abolished	U lllllllll	0
9819429	this	d this	l llll	0
9819429	CBFalpha2	s CBFalpha2	l UUUllllld	1
9819429	sequestration,	2 sequestration,	d lllllllllllll,	0
9819429	whereas	, whereas	, lllllll	0
9819429	truncation	s truncation	l llllllllll	0
9819429	of	n of	l ll	0
9819429	the	f the	l lll	0
9819429	C-terminal-end	e C-terminal-end	l U-llllllll-lll	0
9819429	SMMHC	d SMMHC	l UUUUU	1
9819429	domain	C domain	U llllll	0
9819429	led	n led	l lll	0
9819429	to	d to	l ll	0
9819429	nuclear	o nuclear	l lllllll	0
9819429	localization	r localization	l llllllllllll	0
9819429	of	n of	l ll	0
9819429	CBFbeta-SMMHC	f CBFbeta-SMMHC	l UUUllll-UUUUU	0
9819429	when	C when	U llll	0
9819429	coexpressed	n coexpressed	l lllllllllll	0
9819429	with	d with	l llll	0
9819429	CBFalpha2.	h CBFalpha2.	l UUUllllld.	1
9819429	CBFalpha2	. CBFalpha2	. UUUllllld	1
9819429	sequestration	2 sequestration	d lllllllllllll	0
9819429	by	n by	l ll	0
9819429	CBFbeta-SMMHC	y CBFbeta-SMMHC	l UUUllll-UUUUU	0
9819429	was	C was	U lll	0
9819429	further	s further	l lllllll	0
9819429	confirmed	r confirmed	l lllllllll	0
9819429	in	d in	l ll	0
9819429	vivo	n vivo	l llll	0
9819429	in	o in	l ll	0
9819429	a	n a	l l	0
9819429	knock-in	a knock-in	l lllll-ll	0
9819429	mouse	n mouse	l lllll	0
9819429	model.	e model.	l lllll.	0
9819429	These	. These	. Ullll	0
9819429	observations	e observations	l llllllllllll	0
9819429	suggest	s suggest	l lllllll	0
9819429	that	t that	l llll	0
9819429	CBFbeta-SMMHC	t CBFbeta-SMMHC	l UUUllll-UUUUU	0
9819429	plays	C plays	U lllll	0
9819429	a	s a	l l	0
9819429	dominant	a dominant	l llllllll	0
9819429	negative	t negative	l llllllll	0
9819429	role	e role	l llll	0
9819429	by	e by	l ll	0
9819429	sequestering	y sequestering	l llllllllllll	0
9819429	CBFalpha2	g CBFalpha2	l UUUllllld	1
9819429	into	2 into	d llll	0
9819429	cytoskeletal	o cytoskeletal	l llllllllllll	0
9819429	filaments	l filaments	l lllllllll	0
9819429	and	s and	l lll	0
9819429	aggregates,	d aggregates,	l llllllllll,	0
9819429	thereby	, thereby	, lllllll	0
9819429	disrupting	y disrupting	l llllllllll	0
9819429	CBFalpha2-mediated	g CBFalpha2-mediated	l UUUllllld-llllllll	0
9819429	regulation	d regulation	l llllllllll	0
9819429	of	n of	l ll	0
9819429	gene	f gene	l llll	0
9819429	expression.	e expression.	l llllllllll.	0
9881967	Differentiating	. Differentiating	. Ullllllllllllll	0
9881967	cells	g cells	l lllll	0
9881967	undergo	s undergo	l lllllll	0
9881967	programmed	o programmed	l llllllllll	0
9881967	alterations	d alterations	l lllllllllll	0
9881967	in	s in	l ll	0
9881967	their	n their	l lllll	0
9881967	patterns	r patterns	l llllllll	0
9881967	of	s of	l ll	0
9881967	gene	f gene	l llll	0
9881967	expression,	e expression,	l llllllllll,	0
9881967	which	, which	, lllll	0
9881967	are	h are	l lll	0
9881967	often	e often	l lllll	0
9881967	regulated	n regulated	l lllllllll	0
9881967	by	d by	l ll	0
9881967	structural	y structural	l llllllllll	0
9881967	changes	l changes	l lllllll	0
9881967	in	s in	l ll	0
9881967	chromatin.	n chromatin.	l lllllllll.	0
9881967	Here	. Here	. Ulll	0
9881967	we	e we	l ll	0
9881967	demonstrate	e demonstrate	l lllllllllll	0
9881967	that	e that	l llll	0
9881967	T	t T	l U	0
9881967	cell	T cell	U llll	0
9881967	differentiation	l differentiation	l lllllllllllllll	0
9881967	results	n results	l lllllll	0
9881967	in	s in	l ll	0
9881967	long-range	n long-range	l llll-lllll	0
9881967	changes	e changes	l lllllll	0
9881967	in	s in	l ll	0
9881967	the	n the	l lll	0
9881967	chromatin	e chromatin	l lllllllll	0
9881967	structure	n structure	l lllllllll	0
9881967	of	e of	l ll	0
9881967	effector	f effector	l llllllll	0
9881967	cytokine	r cytokine	l llllllll	0
9881967	genes,	e genes,	l lllll,	0
9881967	which	, which	, lllll	0
9881967	persist	h persist	l lllllll	0
9881967	in	t in	l ll	0
9881967	resting	n resting	l lllllll	0
9881967	Th1	g Th1	l Uld	0
9881967	and	1 and	d lll	0
9881967	Th2	d Th2	l Uld	0
9881967	cells	2 cells	d lllll	0
9881967	in	s in	l ll	0
9881967	the	n the	l lll	0
9881967	absence	e absence	l lllllll	0
9881967	of	e of	l ll	0
9881967	further	f further	l lllllll	0
9881967	stimulation.	r stimulation.	l lllllllllll.	0
9881967	Differentiation	. Differentiation	. Ullllllllllllll	0
9881967	of	n of	l ll	0
9881967	naive	f naive	l lllll	0
9881967	T	e T	l U	0
9881967	helper	T helper	U llllll	0
9881967	cells	r cells	l lllll	0
9881967	into	s into	l llll	0
9881967	mature	o mature	l llllll	0
9881967	Th2	e Th2	l Uld	0
9881967	cells	2 cells	d lllll	0
9881967	is	s is	l ll	0
9881967	associated	s associated	l llllllllll	0
9881967	with	d with	l llll	0
9881967	chromatin	h chromatin	l lllllllll	0
9881967	remodeling	n remodeling	l llllllllll	0
9881967	of	g of	l ll	0
9881967	the	f the	l lll	0
9881967	IL-4	e IL-4	l UU-d	0
9881967	and	4 and	d lll	0
9881967	IL-13	d IL-13	l UU-dd	0
9881967	genes,	3 genes,	d lllll,	0
9881967	whereas	, whereas	, lllllll	0
9881967	differentiation	s differentiation	l lllllllllllllll	0
9881967	into	n into	l llll	0
9881967	Th1	o Th1	l Uld	0
9881967	cells	1 cells	d lllll	0
9881967	evokes	s evokes	l llllll	0
9881967	remodeling	s remodeling	l llllllllll	0
9881967	of	g of	l ll	0
9881967	the	f the	l lll	0
9881967	IFNgamma	e IFNgamma	l UUUlllll	1
9881967	but	a but	l lll	0
9881967	not	t not	l lll	0
9881967	IL-4	t IL-4	l UU-d	0
9881967	or	4 or	d ll	0
9881967	IL-13	r IL-13	l UU-dd	0
9881967	genes.	3 genes.	d lllll.	0
9881967	IL-4	. IL-4	. UU-d	0
9881967	locus	4 locus	d lllll	0
9881967	remodeling	s remodeling	l llllllllll	0
9881967	is	g is	l ll	0
9881967	accompanied	s accompanied	l lllllllllll	0
9881967	by	d by	l ll	0
9881967	demethylation	y demethylation	l lllllllllllll	0
9881967	and	n and	l lll	0
9881967	requires	d requires	l llllllll	0
9881967	both	s both	l llll	0
9881967	antigen	h antigen	l lllllll	0
9881967	stimulation	n stimulation	l lllllllllll	0
9881967	and	n and	l lll	0
9881967	STAT6	d STAT6	l UUUUd	1
9881967	activation.	6 activation.	d llllllllll.	0
9881967	We	. We	. Ul	0
9881967	propose	e propose	l lllllll	0
9881967	that	e that	l llll	0
9881967	chromatin	t chromatin	l lllllllll	0
9881967	remodeling	n remodeling	l llllllllll	0
9881967	of	g of	l ll	0
9881967	cytokine	f cytokine	l llllllll	0
9881967	gene	e gene	l llll	0
9881967	loci	e loci	l llll	0
9881967	is	i is	l ll	0
9881967	functionally	s functionally	l llllllllllll	0
9881967	associated	y associated	l llllllllll	0
9881967	with	d with	l llll	0
9881967	productive	h productive	l llllllllll	0
9881967	T	e T	l U	0
9881967	cell	T cell	U llll	0
9881967	differentiation	l differentiation	l lllllllllllllll	0
9881967	and	n and	l lll	0
9881967	may	d may	l lll	0
9881967	explain	y explain	l lllllll	0
9881967	the	n the	l lll	0
9881967	coordinate	e coordinate	l llllllllll	0
9881967	regulation	e regulation	l llllllllll	0
9881967	of	n of	l ll	0
9881967	Th2	f Th2	l Uld	0
9881967	cytokine	2 cytokine	d llllllll	0
9881967	genes.	e genes.	l lllll.	0
9846486	The	. The	. Ull	0
9846486	role	e role	l llll	0
9846486	of	e of	l ll	0
9846486	the	f the	l lll	0
9846486	pre-T	e pre-T	l lll-U	0
9846486	cell	T cell	U llll	0
9846486	receptor	l receptor	l llllllll	0
9846486	(TCR)	r (TCR)	l (UUU)	1
9846486	in	) in	) ll	0
9846486	lineage	n lineage	l lllllll	0
9846486	commitment	e commitment	l llllllllll	0
9846486	to	t to	l ll	0
9846486	the	o the	l lll	0
9846486	gammadelta	e gammadelta	l llllllllll	0
9846486	versus	a versus	l llllll	0
9846486	alphabeta	s alphabeta	l lllllllll	0
9846486	lineage	a lineage	l lllllll	0
9846486	of	e of	l ll	0
9846486	T	f T	l U	0
9846486	cells	T cells	U lllll	0
9846486	was	s was	l lll	0
9846486	addressed	s addressed	l lllllllll	0
9846486	by	d by	l ll	0
9846486	analyzing	y analyzing	l lllllllll	0
9846486	TCRbeta	g TCRbeta	l UUUllll	1
9846486	chain	a chain	l lllll	0
9846486	rearrangements	n rearrangements	l llllllllllllll	0
9846486	in	s in	l ll	0
9846486	gammadelta	n gammadelta	l llllllllll	0
9846486	T	a T	l U	0
9846486	cells	T cells	U lllll	0
9846486	from	s from	l llll	0
9846486	wild-type	m wild-type	l llll-llll	0
9846486	and	e and	l lll	0
9846486	pre-TCR-deficient	d pre-TCR-deficient	l lll-UUU-lllllllll	0
9846486	mice	t mice	l llll	0
9846486	by	e by	l ll	0
9846486	single	y single	l llllll	0
9846486	cell	e cell	l llll	0
9846486	polymerase	l polymerase	l llllllllll	0
9846486	chain	e chain	l lllll	0
9846486	reaction.	n reaction.	l llllllll.	0
9846486	Results	. Results	. Ullllll	0
9846486	show	s show	l llll	0
9846486	that	w that	l llll	0
9846486	the	t the	l lll	0
9846486	pre-TCR	e pre-TCR	l lll-UUU	0
9846486	selects	R selects	U lllllll	0
9846486	against	s against	l lllllll	0
9846486	gammadelta	t gammadelta	l llllllllll	0
9846486	T	a T	l U	0
9846486	cells	T cells	U lllll	0
9846486	containing	s containing	l llllllllll	0
9846486	rearranged	g rearranged	l llllllllll	0
9846486	Vbeta	d Vbeta	l Ullll	0
9846486	genes	a genes	l lllll	0
9846486	and	s and	l lll	0
9846486	that	d that	l llll	0
9846486	gammadelta	t gammadelta	l llllllllll	0
9846486	T	a T	l U	0
9846486	cell	T cell	U llll	0
9846486	precursors	l precursors	l llllllllll	0
9846486	but	s but	l lll	0
9846486	not	t not	l lll	0
9846486	gammadelta	t gammadelta	l llllllllll	0
9846486	T	a T	l U	0
9846486	cells	T cells	U lllll	0
9846486	express	s express	l lllllll	0
9846486	the	s the	l lll	0
9846486	pre-TCRalpha	e pre-TCRalpha	l lll-UUUlllll	0
9846486	protein.	a protein.	l lllllll.	0
9846486	Furthermore,	. Furthermore,	. Ullllllllll,	0
9846486	pre-TCR-induced	, pre-TCR-induced	, lll-UUU-lllllll	0
9846486	proliferation	d proliferation	l lllllllllllll	0
9846486	could	n could	l lllll	0
9846486	not	d not	l lll	0
9846486	be	t be	l ll	0
9846486	detected	e detected	l llllllll	0
9846486	in	d in	l ll	0
9846486	gammadelta	n gammadelta	l llllllllll	0
9846486	T	a T	l U	0
9846486	cells.	T cells.	U lllll.	0
9846486	We	. We	. Ul	0
9846486	propose	e propose	l lllllll	0
9846486	that	e that	l llll	0
9846486	the	t the	l lll	0
9846486	pre-TCR	e pre-TCR	l lll-UUU	0
9846486	commits	R commits	U lllllll	0
9846486	developing	s developing	l llllllllll	0
9846486	T	g T	l U	0
9846486	cells	T cells	U lllll	0
9846486	to	s to	l ll	0
9846486	the	o the	l lll	0
9846486	alphabeta	e alphabeta	l lllllllll	0
9846486	lineage	a lineage	l lllllll	0
9846486	by	e by	l ll	0
9846486	an	y an	l ll	0
9846486	instructive	n instructive	l lllllllllll	0
9846486	mechanism	e mechanism	l lllllllll	0
9846486	that	m that	l llll	0
9846486	has	t has	l lll	0
9846486	largely	s largely	l lllllll	0
9846486	replaced	y replaced	l llllllll	0
9846486	an	d an	l ll	0
9846486	evolutionary	n evolutionary	l llllllllllll	0
9846486	more	y more	l llll	0
9846486	ancient	e ancient	l lllllll	0
9846486	stochastic	t stochastic	l llllllllll	0
9846486	mechanism	c mechanism	l lllllllll	0
9846486	of	m of	l ll	0
9846486	lineage	f lineage	l lllllll	0
9846486	commitment.	e commitment.	l llllllllll.	0
9428527	A	. A	. U	0
9428527	mouse	A mouse	U lllll	0
9428527	gene,	e gene,	l llll,	0
9428527	mper1,	, mper1,	, lllld,	0
9428527	having	, having	, llllll	0
9428527	all	g all	l lll	0
9428527	the	l the	l lll	0
9428527	properties	e properties	l llllllllll	0
9428527	expected	s expected	l llllllll	0
9428527	of	d of	l ll	0
9428527	a	f a	l l	0
9428527	circadian	a circadian	l lllllllll	0
9428527	clock	n clock	l lllll	0
9428527	gene,	k gene,	l llll,	0
9428527	was	, was	, lll	0
9428527	reported	s reported	l llllllll	0
9428527	recently.	d recently.	l llllllll.	0
9428527	This	. This	. Ulll	0
9428527	gene	s gene	l llll	0
9428527	is	e is	l ll	0
9428527	expressed	s expressed	l lllllllll	0
9428527	in	d in	l ll	0
9428527	a	n a	l l	0
9428527	circadian	a circadian	l lllllllll	0
9428527	pattern	n pattern	l lllllll	0
9428527	in	n in	l ll	0
9428527	the	n the	l lll	0
9428527	suprachiasmatic	e suprachiasmatic	l lllllllllllllll	0
9428527	nucleus	c nucleus	l lllllll	0
9428527	(SCN).	s (SCN).	l (UUU).	1
9428527	mper1	. mper1	. lllld	0
9428527	maintains	1 maintains	d lllllllll	0
9428527	this	s this	l llll	0
9428527	pattern	s pattern	l lllllll	0
9428527	of	n of	l ll	0
9428527	circadian	f circadian	l lllllllll	0
9428527	expression	n expression	l llllllllll	0
9428527	in	n in	l ll	0
9428527	constant	n constant	l llllllll	0
9428527	darkness	t darkness	l llllllll	0
9428527	and	s and	l lll	0
9428527	can	d can	l lll	0
9428527	be	n be	l ll	0
9428527	entrained	e entrained	l lllllllll	0
9428527	to	d to	l ll	0
9428527	a	o a	l l	0
9428527	new	a new	l lll	0
9428527	light/dark	w light/dark	l lllll/llll	0
9428527	cycle.	k cycle.	l lllll.	0
9428527	Here	. Here	. Ulll	0
9428527	we	e we	l ll	0
9428527	report	e report	l llllll	0
9428527	the	t the	l lll	0
9428527	isolation	e isolation	l lllllllll	0
9428527	of	n of	l ll	0
9428527	a	f a	l l	0
9428527	second	a second	l llllll	0
9428527	mammalian	d mammalian	l lllllllll	0
9428527	gene,	n gene,	l llll,	0
9428527	mper2,	, mper2,	, lllld,	0
9428527	which	, which	, lllll	0
9428527	also	h also	l llll	0
9428527	has	o has	l lll	0
9428527	these	s these	l lllll	0
9428527	properties	e properties	l llllllllll	0
9428527	and	s and	l lll	0
9428527	greater	d greater	l lllllll	0
9428527	homology	r homology	l llllllll	0
9428527	to	y to	l ll	0
9428527	Drosophila	o Drosophila	l Ulllllllll	0
9428527	period.	a period.	l llllll.	0
9428527	Expression	. Expression	. Ulllllllll	0
9428527	of	n of	l ll	0
9428527	mper1	f mper1	l lllld	0
9428527	and	1 and	d lll	0
9428527	mper2	d mper2	l lllld	0
9428527	is	2 is	d ll	0
9428527	overlapping	s overlapping	l lllllllllll	0
9428527	but	g but	l lll	0
9428527	asynchronous	t asynchronous	l llllllllllll	0
9428527	by	s by	l ll	0
9428527	4	y 4	l d	0
9428527	hr.	4 hr.	d ll.	0
9428527	mper1,	. mper1,	. lllld,	0
9428527	unlike	, unlike	, llllll	0
9428527	period	e period	l llllll	0
9428527	and	d and	l lll	0
9428527	mper2,	d mper2,	l lllld,	0
9428527	is	, is	, ll	0
9428527	expressed	s expressed	l lllllllll	0
9428527	rapidly	d rapidly	l lllllll	0
9428527	after	y after	l lllll	0
9428527	exposure	r exposure	l llllllll	0
9428527	to	e to	l ll	0
9428527	light	o light	l lllll	0
9428527	at	t at	l ll	0
9428527	CT22.	t CT22.	l UUdd.	0
9428527	It	. It	. Ul	0
9428527	appears	t appears	l lllllll	0
9428527	that	s that	l llll	0
9428527	mper1	t mper1	l lllld	0
9428527	is	1 is	d ll	0
9428527	the	s the	l lll	0
9428527	pacemaker	e pacemaker	l lllllllll	0
9428527	component	r component	l lllllllll	0
9428527	which	t which	l lllll	0
9428527	responds	h responds	l llllllll	0
9428527	to	s to	l ll	0
9428527	light	o light	l lllll	0
9428527	and	t and	l lll	0
9428527	thus	d thus	l llll	0
9428527	mediates	s mediates	l llllllll	0
9428527	photic	s photic	l llllll	0
9428527	entrainment.	c entrainment.	l lllllllllll.	0
9883732	The	. The	. Ull	0
9883732	prefrontal	e prefrontal	l llllllllll	0
9883732	(PF)	l (PF)	l (UU)	0
9883732	cortex	) cortex	) llllll	0
9883732	has	x has	l lll	0
9883732	been	s been	l llll	0
9883732	implicated	n implicated	l llllllllll	0
9883732	in	d in	l ll	0
9883732	the	n the	l lll	0
9883732	remarkable	e remarkable	l llllllllll	0
9883732	ability	e ability	l lllllll	0
9883732	of	y of	l ll	0
9883732	primates	f primates	l llllllll	0
9883732	to	s to	l ll	0
9883732	form	o form	l llll	0
9883732	and	m and	l lll	0
9883732	rearrange	d rearrange	l lllllllll	0
9883732	arbitrary	e arbitrary	l lllllllll	0
9883732	associations	y associations	l llllllllllll	0
9883732	rapidly.	s rapidly.	l lllllll.	0
9883732	This	. This	. Ulll	0
9883732	ability	s ability	l lllllll	0
9883732	was	y was	l lll	0
9883732	studied	s studied	l lllllll	0
9883732	in	d in	l ll	0
9883732	two	n two	l lll	0
9883732	monkeys,	o monkeys,	l lllllll,	0
9883732	using	, using	, lllll	0
9883732	a	g a	l l	0
9883732	task	a task	l llll	0
9883732	that	k that	l llll	0
9883732	required	t required	l llllllll	0
9883732	them	d them	l llll	0
9883732	to	m to	l ll	0
9883732	learn	o learn	l lllll	0
9883732	to	n to	l ll	0
9883732	make	o make	l llll	0
9883732	specific	e specific	l llllllll	0
9883732	saccades	c saccades	l llllllll	0
9883732	in	s in	l ll	0
9883732	response	n response	l llllllll	0
9883732	to	e to	l ll	0
9883732	particular	o particular	l llllllllll	0
9883732	cues	r cues	l llll	0
9883732	and	s and	l lll	0
9883732	then	d then	l llll	0
9883732	repeatedly	n repeatedly	l llllllllll	0
9883732	reverse	y reverse	l lllllll	0
9883732	these	e these	l lllll	0
9883732	responses.	e responses.	l lllllllll.	0
9883732	We	. We	. Ul	0
9883732	found	e found	l lllll	0
9883732	that	d that	l llll	0
9883732	the	t the	l lll	0
9883732	activity	e activity	l llllllll	0
9883732	of	y of	l ll	0
9883732	individual	f individual	l llllllllll	0
9883732	PF	l PF	l UU	1
9883732	neurons	F neurons	U lllllll	0
9883732	represented	s represented	l lllllllllll	0
9883732	both	d both	l llll	0
9883732	the	h the	l lll	0
9883732	cues	e cues	l llll	0
9883732	and	s and	l lll	0
9883732	the	d the	l lll	0
9883732	associated	e associated	l llllllllll	0
9883732	responses,	d responses,	l lllllllll,	0
9883732	perhaps	, perhaps	, lllllll	0
9883732	providing	s providing	l lllllllll	0
9883732	a	g a	l l	0
9883732	neural	a neural	l llllll	0
9883732	substrate	l substrate	l lllllllll	0
9883732	for	e for	l lll	0
9883732	their	r their	l lllll	0
9883732	association.	r association.	l lllllllllll.	0
9883732	Furthermore,	. Furthermore,	. Ullllllllll,	0
9883732	during	, during	, llllll	0
9883732	learning,	g learning,	l llllllll,	0
9883732	neural	, neural	, llllll	0
9883732	activity	l activity	l llllllll	0
9883732	conveyed	y conveyed	l llllllll	0
9883732	the	d the	l lll	0
9883732	direction	e direction	l lllllllll	0
9883732	of	n of	l ll	0
9883732	the	f the	l lll	0
9883732	animals'	e animals'	l lllllll'	0
9883732	impending	' impending	' lllllllll	0
9883732	responses	g responses	l lllllllll	0
9883732	progressively	s progressively	l lllllllllllll	0
9883732	earlier	y earlier	l lllllll	0
9883732	within	r within	l llllll	0
9883732	each	n each	l llll	0
9883732	successive	h successive	l llllllllll	0
9883732	trial.	e trial.	l lllll.	0
9883732	The	. The	. Ull	0
9883732	final	e final	l lllll	0
9883732	level	l level	l lllll	0
9883732	of	l of	l ll	0
9883732	activity	f activity	l llllllll	0
9883732	just	y just	l llll	0
9883732	before	t before	l llllll	0
9883732	the	e the	l lll	0
9883732	response,	e response,	l llllllll,	0
9883732	however,	, however,	, lllllll,	0
